,0,1,cluster,segment
89,-0.09771373867973732,-0.16305055498843063,1,average customer
90,-0.05954430950796496,0.18634349141534906,1,average customer
91,-0.05954430950796496,-0.357158358546086,1,average customer
92,-0.021374880336192604,-0.046585872853837404,1,average customer
93,-0.021374880336192604,-0.3959799192576171,1,average customer
94,-0.021374880336192604,-0.31833679783455493,1,average customer
95,-0.021374880336192604,0.06987880928075582,1,average customer
96,-0.021374880336192604,-0.12422899427689955,1,average customer
97,-0.021374880336192604,-0.007764312142306325,1,average customer
98,0.01679454883557975,-0.31833679783455493,1,average customer
99,0.01679454883557975,-0.046585872853837404,1,average customer
100,0.0549639780073521,-0.357158358546086,1,average customer
101,0.0549639780073521,-0.08540743356536848,1,average customer
102,0.0549639780073521,0.34162973426147336,1,average customer
103,0.0549639780073521,0.18634349141534906,1,average customer
104,0.0549639780073521,0.22516505212688012,1,average customer
105,0.0549639780073521,-0.31833679783455493,1,average customer
106,0.09313340717912445,-0.007764312142306325,1,average customer
107,0.09313340717912445,-0.16305055498843063,1,average customer
108,0.09313340717912445,-0.27951523712302384,1,average customer
109,0.09313340717912445,-0.08540743356536848,1,average customer
110,0.09313340717912445,0.06987880928075582,1,average customer
111,0.09313340717912445,0.14752193070381797,1,average customer
112,0.13130283635089682,-0.31833679783455493,1,average customer
113,0.13130283635089682,-0.16305055498843063,1,average customer
114,0.16947226552266917,-0.08540743356536848,1,average customer
115,0.16947226552266917,-0.007764312142306325,1,average customer
116,0.16947226552266917,-0.27951523712302384,1,average customer
117,0.16947226552266917,0.34162973426147336,1,average customer
118,0.24581112386621387,-0.27951523712302384,1,average customer
119,0.24581112386621387,0.2639866128384112,1,average customer
120,0.24581112386621387,0.22516505212688012,1,average customer
121,0.24581112386621387,-0.3959799192576171,1,average customer
122,0.3221499822097586,0.30280817354994227,1,average customer
123,0.3221499822097586,1.5839196770304678,0,premium customer
124,0.36031941138153095,-0.823017087084459,2,"wealthy, conservative spender"
125,0.36031941138153095,1.0404178270690327,0,premium customer
126,0.3984888405533033,-0.5900877228152724,1,average customer
127,0.3984888405533033,1.7392059198765921,0,premium customer
128,0.3984888405533033,-1.5218051798920182,2,"wealthy, conservative spender"
129,0.3984888405533033,0.9627747056459706,0,premium customer
130,0.3984888405533033,-1.5994483013150804,2,"wealthy, conservative spender"
131,0.3984888405533033,0.9627747056459706,0,premium customer
132,0.43665826972507565,-0.6289092835268035,1,average customer
133,0.43665826972507565,0.8074884627998463,0,premium customer
134,0.474827698896848,-1.7547345441612048,2,"wealthy, conservative spender"
135,0.474827698896848,1.4674549948958746,0,premium customer
136,0.474827698896848,-1.6770914227381426,2,"wealthy, conservative spender"
137,0.474827698896848,0.8851315842229084,0,premium customer
138,0.5129971280686204,-1.5606267406035494,2,"wealthy, conservative spender"
139,0.5129971280686204,0.8463100235113773,0,premium customer
140,0.5511665572403928,-1.7547345441612048,2,"wealthy, conservative spender"
141,0.5511665572403928,1.66156279845353,0,premium customer
142,0.5893359864121651,-0.3959799192576171,1,average customer
143,0.5893359864121651,1.4286334341843434,0,premium customer
144,0.6275054155839375,-1.4829836191804873,2,"wealthy, conservative spender"
145,0.6275054155839375,1.8168490412996543,0,premium customer
146,0.6275054155839375,-0.5512661621037414,2,"wealthy, conservative spender"
147,0.6275054155839375,0.9239531449344395,0,premium customer
148,0.6656748447557098,-1.0947680120651764,2,"wealthy, conservative spender"
149,0.6656748447557098,1.5450981163189368,0,premium customer
150,0.6656748447557098,-1.288875815622832,2,"wealthy, conservative spender"
151,0.6656748447557098,1.4674549948958746,0,premium customer
152,0.6656748447557098,-1.1724111334882386,2,"wealthy, conservative spender"
153,0.6656748447557098,1.0015962663575015,0,premium customer
154,0.6656748447557098,-1.327697376334363,2,"wealthy, conservative spender"
155,0.6656748447557098,1.5062765556074056,0,premium customer
156,0.6656748447557098,-1.9100207870073291,2,"wealthy, conservative spender"
157,0.6656748447557098,1.0792393877805637,0,premium customer
158,0.6656748447557098,-1.9100207870073291,2,"wealthy, conservative spender"
159,0.6656748447557098,0.8851315842229084,0,premium customer
160,0.7038442739274822,-0.5900877228152724,2,"wealthy, conservative spender"
161,0.7038442739274822,1.2733471913382193,0,premium customer
162,0.7801831322710269,-1.7547345441612048,2,"wealthy, conservative spender"
163,0.7801831322710269,1.66156279845353,0,premium customer
164,0.9328608489581163,-0.9394817692190521,2,"wealthy, conservative spender"
165,0.9328608489581163,0.9627747056459706,0,premium customer
166,0.9710302781298886,-1.1724111334882386,2,"wealthy, conservative spender"
167,0.9710302781298886,1.7392059198765921,0,premium customer
168,1.009199707301661,-0.900660208507521,2,"wealthy, conservative spender"
169,1.009199707301661,0.49691597710759766,0,premium customer
170,1.009199707301661,-1.444162058468956,2,"wealthy, conservative spender"
171,1.009199707301661,0.9627747056459706,0,premium customer
172,1.009199707301661,-1.5606267406035494,2,"wealthy, conservative spender"
173,1.009199707301661,1.622741237741999,0,premium customer
174,1.0473691364734332,-1.444162058468956,2,"wealthy, conservative spender"
175,1.0473691364734332,1.3898118734728124,0,premium customer
176,1.0473691364734332,-1.3665189370458939,2,"wealthy, conservative spender"
177,1.0473691364734332,0.7298453413767841,0,premium customer
178,1.238216282332295,-1.405340497757425,2,"wealthy, conservative spender"
179,1.238216282332295,1.5450981163189368,0,premium customer
180,1.3908939990193845,-0.7065524049498657,2,"wealthy, conservative spender"
181,1.3908939990193845,1.3898118734728124,0,premium customer
182,1.429063428191157,-1.3665189370458939,2,"wealthy, conservative spender"
183,1.429063428191157,1.4674549948958746,0,premium customer
184,1.4672328573629292,-0.43480147996914814,2,"wealthy, conservative spender"
185,1.4672328573629292,1.8168490412996543,0,premium customer
186,1.543571715706474,-1.0171248906421142,2,"wealthy, conservative spender"
187,1.543571715706474,0.691023780665253,0,premium customer
188,1.6199105740500186,-1.288875815622832,2,"wealthy, conservative spender"
189,1.6199105740500186,1.3509903127612812,0,premium customer
190,1.6199105740500186,-1.0559464513536454,2,"wealthy, conservative spender"
191,1.6199105740500186,0.7298453413767841,0,premium customer
192,2.0016048657677423,-1.6382698620266116,2,"wealthy, conservative spender"
193,2.0016048657677423,1.5839196770304678,0,premium customer
194,2.2687908699701484,-1.327697376334363,2,"wealthy, conservative spender"
195,2.2687908699701484,1.118060948492095,0,premium customer
196,2.4978074450007828,-0.86183864779599,2,"wealthy, conservative spender"
197,2.4978074450007828,0.9239531449344395,0,premium customer
198,2.9176711658902788,-1.2500542549113007,2,"wealthy, conservative spender"
199,2.9176711658902788,1.2733471913382193,0,premium customer
